id,receipt_number,store_id,customer_id,cashier_id,occurred_at,payment_method,item_count,subtotal,vat_amount,total
2628,0006-00001845,6,,95,2025-03-10T14:25:00,card,1,14.38,0.58,14.96
2629,0005-00000065,5,48,31,2025-03-10T16:59:00,card,6,40.68,5.41,46.09
2630,0008-00001229,8,,65,2025-03-10T19:59:00,card,1,4.95,1.04,5.99
2631,0006-00001385,6,799,71,2025-03-10T20:46:00,card,2,8.51,1.78,10.29
2632,0006-00002771,6,95,95,2025-03-11T09:25:00,card,1,4.54,0.45,4.99
2633,0004-00002680,4,,91,2025-03-11T19:48:00,cash,3,15.07,1.89,16.96
2634,0001-00002178,1,,72,2025-03-13T12:30:00,card,10,53.92,7.88,61.80
2635,0003-00001928,3,,9,2025-03-13T19:29:00,card,7,52.99,5.13,58.12
2636,0008-00002206,8,,28,2025-03-14T14:46:00,mobile,1,3.62,0.36,3.98
2637,0001-00001654,1,638,72,2025-03-14T16:57:00,card,5,39.21,2.13,41.34
2638,0006-00001011,6,,23,2025-03-14T17:09:00,cash,1,4.77,0.48,5.25
2639,0007-00002069,7,877,10,2025-03-14T18:07:00,card,4,40.03,6.11,46.14
2640,0006-00001906,6,,23,2025-03-14T19:06:00,cash,1,2.46,0.52,2.98
2641,0002-00002878,2,237,5,2025-03-14T19:45:00,cash,2,5.37,1.12,6.49
2642,0004-00002882,4,,69,2025-03-14T19:52:00,cash,1,1.23,0.26,1.49
2643,0001-00000929,1,632,72,2025-03-15T09:06:00,card,10,62.64,10.34,72.98
2644,0004-00002822,4,,69,2025-03-15T12:31:00,card,1,65.19,2.61,67.80
2645,0008-00000053,8,669,21,2025-03-15T12:44:00,mobile,3,16.82,2.01,18.83
2646,0003-00000653,3,132,9,2025-03-15T12:49:00,cash,1,6.36,0.64,7.00
2647,0007-00000450,7,,10,2025-03-15T17:16:00,cash,1,2.76,0.11,2.87
2648,0003-00000471,3,,9,2025-03-15T18:53:00,cash,1,3.30,0.69,3.99
2649,0007-00000863,7,796,30,2025-03-15T20:02:00,voucher,3,17.65,3.23,20.88
2650,0004-00000353,4,267,69,2025-03-15T20:57:00,cash,6,85.77,17.11,102.88
2651,0006-00000002,6,90,62,2025-03-16T13:00:00,card,1,2.44,0.51,2.95
2652,0004-00001536,4,,69,2025-03-16T13:26:00,card,1,2.47,0.52,2.99
2653,0002-00000998,2,286,42,2025-03-16T16:30:00,card,12,97.01,17.08,114.09
2654,0007-00001357,7,503,10,2025-03-16T20:37:00,card,2,9.47,0.49,9.96
2655,0006-00001599,6,479,76,2025-03-17T15:55:00,voucher,2,13.95,2.93,16.88
2656,0002-00001584,2,152,77,2025-03-18T09:02:00,cash,2,9.07,0.91,9.98
2657,0005-00001542,5,,99,2025-03-19T10:40:00,card,1,1.81,0.18,1.99
2658,0006-00002581,6,,95,2025-03-19T11:48:00,card,1,4.95,1.04,5.99
2659,0007-00000517,7,,33,2025-03-21T10:03:00,cash,1,5.05,0.20,5.25
2660,0001-00000387,1,774,72,2025-03-21T12:41:00,cash,1,2.72,0.27,2.99
2661,0005-00000441,5,82,99,2025-03-21T16:13:00,card,1,4.06,0.41,4.47
2662,0003-00002460,3,,9,2025-03-21T17:48:00,card,1,3.18,0.32,3.50
2663,0008-00001756,8,842,21,2025-03-21T17:57:00,card,7,27.45,3.72,31.17
2664,0002-00001638,2,900,5,2025-03-21T19:39:00,card,2,20.24,4.25,24.49
2665,0007-00002394,7,396,30,2025-03-22T10:31:00,card,8,48.88,7.88,56.76
2666,0003-00001444,3,164,9,2025-03-22T17:44:00,cash,2,6.43,0.54,6.97
2667,0005-00000095,5,,8,2025-03-22T18:13:00,card,5,18.34,3.10,21.44
2668,0006-00002360,6,884,95,2025-03-22T19:05:00,card,1,2.87,0.12,2.99
2669,0003-00001573,3,,9,2025-03-23T14:16:00,card,3,19.05,2.81,21.86
2670,0004-00002449,4,,69,2025-03-23T19:58:00,card,3,15.35,2.62,17.97
2671,0001-00002348,1,890,72,2025-03-24T13:16:00,card,12,66.38,11.88,78.26
2672,0006-00001547,6,563,95,2025-03-24T16:56:00,card,1,1.23,0.26,1.49
2673,0002-00001919,2,,85,2025-03-24T18:32:00,card,1,3.63,0.36,3.99
2674,0001-00002220,1,738,72,2025-03-24T19:13:00,card,2,9.03,0.45,9.48
2675,0007-00002683,7,,109,2025-03-25T12:40:00,card,2,5.13,0.35,5.48
2676,0008-00000319,8,510,94,2025-03-25T13:14:00,card,1,8.15,0.82,8.97
2677,0001-00002862,1,,72,2025-03-25T13:29:00,mobile,1,4.88,1.02,5.90
2678,0005-00000257,5,493,8,2025-03-26T12:48:00,card,3,21.35,3.88,25.23
2679,0001-00000049,1,298,72,2025-03-26T12:50:00,mobile,2,11.29,1.13,12.42
2680,0001-00001625,1,,72,2025-03-26T17:20:00,cash,3,13.84,2.59,16.43
2681,0008-00002604,8,,21,2025-03-27T11:10:00,card,3,9.05,1.18,10.23
2682,0001-00000228,1,754,72,2025-03-27T12:09:00,cash,1,2.87,0.12,2.99
2683,0004-00000539,4,,91,2025-03-28T13:29:00,mobile,9,76.77,8.71,85.48
2684,0008-00001710,8,,65,2025-03-28T19:30:00,cash,6,62.56,8.88,71.44
2685,0008-00001107,8,,65,2025-03-29T10:01:00,cash,5,29.83,5.62,35.45
2686,0006-00002054,6,92,76,2025-03-29T12:43:00,cash,12,128.40,23.85,152.25
2687,0002-00000631,2,12,5,2025-03-29T13:45:00,card,1,2.72,0.27,2.99
2688,0001-00001039,1,650,72,2025-03-29T16:43:00,mobile,6,87.19,4.31,91.50
2689,0003-00000647,3,,9,2025-03-29T20:25:00,card,4,20.09,2.36,22.45
2690,0005-00001313,5,712,99,2025-03-30T10:33:00,cash,1,1.64,0.35,1.99
2691,0002-00001766,2,,42,2025-03-30T19:29:00,card,1,7.26,0.73,7.99
2692,0002-00001243,2,,77,2025-04-01T12:12:00,cash,2,4.12,0.62,4.74
2693,0005-00000069,5,,8,2025-04-01T20:01:00,voucher,5,27.30,4.53,31.83
2694,0008-00002979,8,218,28,2025-04-02T14:03:00,cash,1,4.80,0.19,4.99
2695,0005-00000707,5,,89,2025-04-02T21:53:00,card,2,13.66,2.09,15.75
2696,0004-00002931,4,208,69,2025-04-03T12:18:00,cash,1,2.07,0.43,2.50
2697,0008-00001052,8,532,94,2025-04-03T18:31:00,mobile,2,5.68,0.32,6.00
2698,0004-00001646,4,563,69,2025-04-04T10:13:00,card,2,6.15,1.12,7.27
2699,0004-00001901,4,806,91,2025-04-04T10:24:00,card,1,2.47,0.52,2.99
2700,0007-00000967,7,,55,2025-04-04T10:51:00,card,2,14.74,3.10,17.84
2701,0002-00001012,2,682,77,2025-04-04T14:06:00,card,6,53.84,10.60,64.44
2702,0004-00001489,4,618,69,2025-04-04T14:41:00,cash,1,5.75,0.23,5.98
2703,0006-00001179,6,855,71,2025-04-04T19:33:00,card,2,17.33,3.63,20.96
2704,0006-00001159,6,,62,2025-04-05T14:25:00,card,7,75.08,12.95,88.03
2705,0005-00001822,5,,8,2025-04-05T17:05:00,cash,4,39.58,4.42,44.00
2706,0007-00001050,7,,33,2025-04-05T18:28:00,mobile,1,13.58,1.36,14.94
2707,0006-00000127,6,,71,2025-04-07T11:40:00,card,2,17.17,2.79,19.96
2708,0001-00002500,1,685,72,2025-04-07T14:07:00,card,4,49.48,5.36,54.84
2709,0001-00001116,1,,72,2025-04-07T16:59:00,card,2,6.46,1.05,7.51
2710,0002-00000178,2,18,42,2025-04-07T18:37:00,card,1,7.24,0.72,7.96
2711,0007-00002782,7,125,10,2025-04-07T19:09:00,card,1,2.59,0.10,2.69
2712,0003-00000768,3,481,9,2025-04-07T19:28:00,cash,1,4.44,0.18,4.62
2713,0003-00000198,3,150,9,2025-04-08T11:26:00,card,2,10.12,1.83,11.95
2714,0002-00002067,2,,77,2025-04-08T11:30:00,cash,1,3.63,0.36,3.99
2715,0008-00002345,8,,103,2025-04-08T17:50:00,card,2,11.77,2.17,13.94
2716,0005-00000735,5,20,89,2025-04-08T19:30:00,card,1,1.64,0.35,1.99
2717,0008-00002987,8,854,28,2025-04-08T20:09:00,voucher,1,4.94,1.04,5.98
2718,0003-00000212,3,365,9,2025-04-08T20:24:00,card,3,17.59,3.25,20.84
2719,0003-00001465,3,635,9,2025-04-09T10:14:00,cash,2,17.26,3.63,20.89
2720,0005-00001749,5,49,8,2025-04-09T12:00:00,cash,1,7.36,0.29,7.65
2721,0003-00001955,3,,9,2025-04-09T18:44:00,card,1,11.82,1.18,13.00
2722,0005-00002098,5,214,89,2025-04-09T20:30:00,card,5,38.31,3.35,41.66
2723,0005-00002855,5,,8,2025-04-09T20:57:00,cash,2,9.61,0.38,9.99
2724,0006-00001172,6,185,95,2025-04-10T11:17:00,mobile,4,14.60,2.86,17.46
2725,0001-00001183,1,842,72,2025-04-10T14:16:00,card,1,2.46,0.52,2.98
2726,0005-00001748,5,,8,2025-04-10T17:29:00,cash,4,11.38,1.48,12.86
2727,0002-00000580,2,,42,2025-04-11T11:31:00,card,4,19.53,2.30,21.83
2728,0007-00000780,7,,109,2025-04-11T12:49:00,cash,2,5.44,0.55,5.99
2729,0007-00000264,7,636,73,2025-04-11T13:39:00,card,11,91.96,14.89,106.85
2730,0001-00001010,1,265,72,2025-04-11T19:58:00,card,1,0.60,0.13,0.73
2731,0002-00000295,2,835,85,2025-04-12T11:41:00,card,2,6.30,0.67,6.97
2732,0003-00002892,3,146,9,2025-04-12T11:53:00,cash,2,19.60,3.23,22.83
2733,0005-00000912,5,28,31,2025-04-12T11:54:00,card,1,2.50,0.25,2.75
2734,0007-00000336,7,860,30,2025-04-12T13:00:00,mobile,2,26.58,3.39,29.97
2735,0004-00000281,4,190,69,2025-04-12T14:46:00,card,1,15.37,0.61,15.98
2736,0001-00001440,1,,72,2025-04-12T17:47:00,card,3,7.43,1.35,8.78
2737,0002-00002126,2,,5,2025-04-12T17:52:00,card,4,22.52,3.15,25.67
2738,0008-00000016,8,479,21,2025-04-13T13:56:00,card,4,19.77,2.67,22.44
2739,0008-00002280,8,358,61,2025-04-13T19:10:00,card,1,12.87,0.51,13.38
2740,0008-00000420,8,811,84,2025-04-14T11:52:00,card,6,43.71,6.50,50.21
2741,0003-00000627,3,,9,2025-04-14T12:57:00,card,5,34.35,6.24,40.59
2742,0004-00002764,4,,91,2025-04-14T14:31:00,card,1,18.17,3.81,21.98
2743,0004-00000347,4,101,69,2025-04-14T18:45:00,cash,3,20.40,4.13,24.53
2744,0004-00002607,4,,69,2025-04-15T11:16:00,card,1,3.41,0.34,3.75
2745,0006-00000312,6,105,95,2025-04-15T13:54:00,card,2,15.87,3.04,18.91
2746,0002-00002120,2,821,98,2025-04-15T19:17:00,card,3,13.55,2.64,16.19
2747,0006-00000962,6,,95,2025-04-15T19:46:00,card,2,28.23,3.73,31.96
2748,0002-00000981,2,838,5,2025-04-16T14:08:00,cash,4,41.26,2.07,43.33
2749,0005-00002499,5,,89,2025-04-16T19:25:00,card,4,19.09,4.00,23.09
2750,0006-00001561,6,,23,2025-04-17T16:06:00,card,4,28.53,4.79,33.32
2751,0008-00000959,8,,21,2025-04-18T09:17:00,card,8,42.61,8.55,51.16
2752,0003-00000555,3,,9,2025-04-18T18:41:00,cash,2,7.10,1.35,8.45
2753,0006-00001130,6,881,95,2025-04-18T18:59:00,card,12,91.54,10.99,102.53
2754,0001-00002584,1,205,72,2025-04-18T21:59:00,card,1,21.05,4.42,25.47
2755,0005-00002185,5,,99,2025-04-19T11:40:00,mobile,3,6.80,1.18,7.98
2756,0003-00001427,3,306,9,2025-04-19T12:33:00,mobile,7,48.93,8.20,57.13
2757,0004-00001169,4,416,69,2025-04-19T14:49:00,cash,1,6.60,1.39,7.99
2758,0001-00002070,1,430,72,2025-04-19T16:41:00,card,2,6.18,1.30,7.48
2759,0005-00001013,5,,16,2025-04-19T18:11:00,card,2,25.15,3.81,28.96
2760,0005-00001939,5,825,99,2025-04-20T12:52:00,cash,6,19.44,3.26,22.70
2761,0003-00001232,3,,9,2025-04-20T14:08:00,mobile,5,78.27,10.24,88.51
2762,0005-00001963,5,,16,2025-04-20T14:49:00,cash,1,1.77,0.18,1.95
2763,0002-00000810,2,,5,2025-04-20T20:23:00,cash,1,4.96,1.04,6.00
2764,0006-00002649,6,,62,2025-04-21T10:16:00,card,3,14.36,3.03,17.39
2765,0003-00000718,3,,9,2025-04-21T11:51:00,card,4,19.26,2.83,22.09
2766,0005-00002634,5,439,89,2025-04-21T12:48:00,card,1,1.81,0.18,1.99
2767,0004-00002567,4,225,69,2025-04-21T14:16:00,cash,1,13.20,0.53,13.73
2768,0007-00000436,7,,10,2025-04-21T17:56:00,cash,2,12.45,1.79,14.24
2769,0002-00002061,2,507,77,2025-04-21T20:37:00,card,2,7.80,1.64,9.44
2770,0002-00001589,2,732,5,2025-04-22T09:39:00,card,1,1.81,0.18,1.99
2771,0005-00001474,5,827,31,2025-04-22T12:40:00,card,3,54.15,5.78,59.93
2772,0003-00002761,3,,9,2025-04-22T20:37:00,voucher,1,1.65,0.35,2.00
2773,0001-00001715,1,,72,2025-04-23T13:12:00,card,3,22.24,2.68,24.92
2774,0005-00001006,5,,8,2025-04-24T12:40:00,card,1,2.47,0.52,2.99
2775,0005-00002366,5,,16,2025-04-24T15:40:00,card,1,3.10,0.65,3.75
2776,0004-00001469,4,554,69,2025-04-25T11:47:00,mobile,4,26.51,5.37,31.88
2777,0007-00002814,7,,73,2025-04-25T18:06:00,card,1,2.88,0.61,3.49
2778,0005-00001858,5,,89,2025-04-26T09:52:00,card,1,3.31,0.69,4.00
2779,0002-00000528,2,350,85,2025-04-26T11:55:00,card,15,60.28,7.59,67.87
2780,0005-00000516,5,876,99,2025-04-26T13:19:00,card,3,7.08,1.09,8.17
2781,0001-00001618,1,,72,2025-04-26T13:24:00,cash,5,50.39,7.06,57.45
2782,0006-00001684,6,,76,2025-04-26T14:28:00,card,2,5.36,1.13,6.49
2783,0002-00001609,2,461,98,2025-04-26T17:04:00,card,2,15.28,3.21,18.49
2784,0007-00002961,7,,73,2025-04-27T16:21:00,card,1,7.40,1.55,8.95
2785,0004-00002338,4,477,69,2025-04-28T13:41:00,cash,3,8.86,1.22,10.08
2786,0006-00001209,6,,95,2025-04-29T13:50:00,card,6,30.57,5.58,36.15
2787,0005-00001956,5,,8,2025-04-29T14:39:00,card,1,11.84,0.47,12.31
2788,0002-00002619,2,,77,2025-04-29T17:43:00,voucher,3,44.51,8.95,53.46
2789,0005-00002801,5,381,31,2025-04-29T19:07:00,card,1,4.45,0.93,5.38
2790,0001-00002696,1,744,72,2025-04-30T13:58:00,card,2,64.26,6.43,70.69
2791,0003-00002520,3,519,9,2025-04-30T20:26:00,cash,5,111.90,23.02,134.92
2792,0007-00000115,7,604,18,2025-05-02T11:20:00,card,4,15.72,2.63,18.35
2793,0002-00001342,2,,85,2025-05-02T13:19:00,cash,2,6.72,1.22,7.94
2794,0001-00001897,1,189,72,2025-05-02T20:12:00,mobile,1,4.95,1.04,5.99
2795,0007-00000953,7,151,10,2025-05-02T21:26:00,card,1,5.74,0.23,5.97
2796,0006-00000922,6,,95,2025-05-03T09:29:00,card,2,15.67,1.56,17.23
2797,0008-00002841,8,646,84,2025-05-03T10:53:00,card,1,21.47,4.51,25.98
2798,0008-00001770,8,,28,2025-05-03T10:56:00,card,1,37.21,1.49,38.70
2799,0008-00002233,8,148,29,2025-05-03T14:17:00,card,1,9.91,2.08,11.99
2800,0007-00002166,7,898,10,2025-05-03T15:39:00,card,3,29.49,3.64,33.13
2801,0007-00002904,7,719,73,2025-05-03T18:51:00,card,6,148.33,29.04,177.37
2802,0006-00002441,6,419,76,2025-05-03T19:48:00,cash,3,12.90,2.57,15.47
2803,0001-00000232,1,762,72,2025-05-03T20:11:00,cash,3,14.18,2.78,16.96
2804,0002-00002883,2,,5,2025-05-03T20:37:00,cash,5,75.29,8.52,83.81
2805,0003-00000989,3,,9,2025-05-04T12:02:00,cash,5,61.78,12.63,74.41
2806,0007-00002898,7,180,73,2025-05-04T12:25:00,cash,3,27.77,3.71,31.48
2807,0007-00001079,7,,30,2025-05-04T12:28:00,card,2,7.71,1.22,8.93
2808,0002-00000465,2,676,77,2025-05-05T09:51:00,card,4,23.56,1.78,25.34
2809,0006-00001761,6,883,71,2025-05-06T09:00:00,cash,2,6.56,0.93,7.49
2810,0006-00001712,6,333,71,2025-05-06T12:05:00,card,2,6.99,0.97,7.96
2811,0005-00001295,5,395,16,2025-05-06T16:00:00,card,5,42.70,5.07,47.77
2812,0003-00000206,3,226,9,2025-05-06T17:52:00,card,1,1.77,0.18,1.95
2813,0005-00001605,5,,16,2025-05-06T18:05:00,card,4,20.90,1.24,22.14
2814,0005-00001982,5,,16,2025-05-06T19:27:00,cash,1,0.90,0.09,0.99
2815,0002-00000363,2,205,5,2025-05-06T21:16:00,card,3,10.83,1.14,11.97
2816,0007-00000608,7,,10,2025-05-07T18:45:00,card,5,14.44,1.50,15.94
2817,0001-00002328,1,144,72,2025-05-08T11:28:00,cash,1,4.33,0.17,4.50
2818,0006-00001775,6,109,95,2025-05-08T11:52:00,cash,6,38.61,3.05,41.66
2819,0005-00002752,5,571,31,2025-05-08T12:47:00,cash,3,13.81,2.38,16.19
2820,0008-00000040,8,707,29,2025-05-08T14:51:00,mobile,1,3.26,0.69,3.95
2821,0004-00000111,4,326,69,2025-05-08T21:29:00,card,17,101.75,17.08,118.83
2822,0001-00002902,1,,72,2025-05-09T10:52:00,card,1,10.85,1.09,11.94
2823,0001-00002320,1,262,72,2025-05-09T14:11:00,card,2,5.10,0.87,5.97
2824,0005-00002673,5,,8,2025-05-09T17:30:00,card,3,14.86,3.12,17.98
2825,0004-00001523,4,868,91,2025-05-10T09:18:00,card,5,38.14,6.23,44.37
2826,0008-00000046,8,272,61,2025-05-10T11:40:00,card,2,15.73,2.83,18.56
2827,0006-00002043,6,,62,2025-05-10T13:18:00,cash,1,5.42,0.54,5.96
2828,0005-00001503,5,,16,2025-05-10T14:28:00,cash,4,15.48,2.80,18.28
2829,0003-00000717,3,141,9,2025-05-10T17:30:00,card,2,11.02,1.71,12.73
2830,0003-00000382,3,,9,2025-05-11T12:49:00,card,3,28.05,5.90,33.95
2831,0008-00001059,8,566,47,2025-05-12T17:51:00,voucher,4,52.48,10.42,62.90
2832,0007-00000669,7,,109,2025-05-12T17:57:00,card,1,7.85,1.65,9.50
2833,0001-00000581,1,,72,2025-05-12T18:49:00,card,4,38.18,6.72,44.90
2834,0002-00002994,2,,42,2025-05-12T19:28:00,card,2,35.94,7.55,43.49
2835,0007-00000171,7,,55,2025-05-13T17:50:00,card,6,38.29,6.65,44.94
2836,0007-00002560,7,29,73,2025-05-14T10:06:00,card,3,35.33,6.11,41.44
2837,0007-00001315,7,195,10,2025-05-14T11:20:00,card,1,5.37,1.13,6.50
2838,0003-00002247,3,,9,2025-05-14T17:32:00,card,1,1.91,0.08,1.99
2839,0006-00001128,6,,62,2025-05-15T19:51:00,card,1,5.91,0.59,6.50
2840,0002-00000296,2,,85,2025-05-15T20:31:00,card,6,23.06,3.84,26.90
2841,0004-00000371,4,327,91,2025-05-16T10:20:00,cash,2,11.11,2.34,13.45
2842,0004-00001380,4,833,69,2025-05-16T18:40:00,mobile,11,64.29,7.02,71.31
2843,0008-00001787,8,,65,2025-05-16T19:48:00,cash,7,108.40,20.93,129.33
2844,0005-00000611,5,,8,2025-05-17T13:22:00,card,2,7.28,1.21,8.49
2845,0002-00000175,2,382,85,2025-05-17T19:32:00,cash,2,10.40,2.18,12.58
2846,0007-00001853,7,,73,2025-05-17T20:23:00,card,6,57.46,4.89,62.35
2847,0004-00000453,4,,69,2025-05-18T10:50:00,cash,1,2.68,0.27,2.95
2848,0004-00001041,4,253,91,2025-05-18T17:00:00,card,3,18.67,1.17,19.84
2849,0002-00002066,2,692,42,2025-05-19T14:40:00,card,4,49.15,8.74,57.89
2850,0008-00002319,8,771,47,2025-05-19T16:08:00,card,2,11.96,1.46,13.42
2851,0006-00001220,6,,71,2025-05-19T18:14:00,cash,13,138.78,23.45,162.23
2852,0006-00002213,6,716,71,2025-05-19T19:52:00,card,10,110.84,18.61,129.45
2853,0005-00001988,5,430,16,2025-05-19T21:37:00,cash,2,13.15,2.76,15.91
2854,0003-00001203,3,,9,2025-05-20T09:46:00,mobile,1,1.82,0.18,2.00
2855,0003-00001911,3,364,9,2025-05-20T11:24:00,cash,6,54.71,5.77,60.48
2856,0004-00001677,4,,91,2025-05-20T13:03:00,card,1,4.77,0.48,5.25
2857,0004-00000938,4,272,91,2025-05-20T16:20:00,cash,5,23.76,3.34,27.10
2858,0001-00000736,1,,72,2025-05-20T17:44:00,cash,5,55.77,10.89,66.66
2859,0002-00000323,2,715,5,2025-05-20T17:57:00,card,4,32.95,5.27,38.22
2860,0006-00001020,6,747,62,2025-05-20T19:07:00,card,3,25.66,5.29,30.95
2861,0007-00002998,7,478,10,2025-05-20T19:53:00,mobile,1,2.46,0.52,2.98
2862,0006-00000716,6,885,71,2025-05-21T12:03:00,mobile,3,11.18,1.25,12.43
2863,0007-00001129,7,,30,2025-05-22T13:09:00,mobile,2,5.87,0.59,6.46
2864,0002-00002831,2,,85,2025-05-22T18:15:00,card,8,85.38,17.02,102.40
2865,0007-00002383,7,,30,2025-05-23T10:19:00,voucher,1,2.64,0.11,2.75
2866,0007-00002802,7,,55,2025-05-23T11:17:00,card,5,36.46,5.46,41.92
2867,0007-00002842,7,709,73,2025-05-23T12:50:00,cash,1,5.28,0.21,5.49
2868,0002-00001265,2,,42,2025-05-23T14:14:00,card,7,80.81,11.76,92.57
2869,0006-00000895,6,542,23,2025-05-24T11:18:00,card,1,6.61,1.39,8.00
2870,0008-00002611,8,700,61,2025-05-24T14:15:00,card,4,12.98,2.72,15.70
2871,0005-00001434,5,,99,2025-05-24T19:01:00,card,1,78.10,16.40,94.50
2872,0003-00001078,3,,9,2025-05-25T11:30:00,card,1,12.49,0.50,12.99
2873,0005-00000060,5,,31,2025-05-25T17:35:00,card,4,19.43,2.49,21.92
2874,0004-00001363,4,,69,2025-05-25T18:05:00,card,3,33.32,3.41,36.73
2875,0002-00002783,2,789,42,2025-05-26T09:43:00,card,4,22.56,4.42,26.98
2876,0001-00001189,1,,72,2025-05-27T09:27:00,card,3,18.86,3.38,22.24
2877,0007-00000169,7,582,33,2025-05-27T09:44:00,card,1,11.44,0.46,11.90
2878,0005-00001080,5,,99,2025-05-27T11:18:00,card,4,13.18,2.13,15.31
2879,0006-00002102,6,,23,2025-05-27T13:56:00,card,2,11.58,2.12,13.70
2880,0008-00002420,8,,21,2025-05-27T17:09:00,card,2,23.75,3.19,26.94
2881,0007-00000187,7,344,10,2025-05-27T18:35:00,card,1,7.42,1.56,8.98
2882,0006-00002215,6,174,23,2025-05-28T16:21:00,card,3,19.16,3.91,23.07
2883,0001-00001817,1,616,72,2025-05-28T17:16:00,card,3,24.04,2.48,26.52
2884,0008-00000976,8,,84,2025-05-28T17:56:00,card,4,48.93,8.30,57.23
2885,0006-00000011,6,411,23,2025-05-28T19:50:00,voucher,2,19.40,4.07,23.47
2886,0007-00000745,7,,30,2025-05-29T11:04:00,card,1,13.14,2.76,15.90
2887,0008-00000035,8,,65,2025-05-29T11:55:00,cash,1,14.88,3.12,18.00
2888,0008-00001525,8,,103,2025-05-30T10:09:00,card,3,8.01,1.02,9.03
2889,0007-00002201,7,,10,2025-05-30T11:03:00,cash,4,38.03,7.39,45.42
2890,0008-00002744,8,679,61,2025-05-30T13:08:00,cash,2,5.27,0.22,5.49
2891,0007-00001604,7,495,73,2025-05-30T13:47:00,mobile,1,0.82,0.17,0.99
2892,0001-00001709,1,862,72,2025-05-30T16:18:00,card,1,2.87,0.12,2.99
2893,0005-00000723,5,488,99,2025-05-30T16:39:00,mobile,1,2.72,0.27,2.99
2894,0006-00002754,6,568,76,2025-05-30T18:47:00,cash,2,11.02,0.44,11.46
2895,0006-00001331,6,,62,2025-05-30T19:32:00,card,1,5.36,0.54,5.90
2896,0006-00000844,6,150,62,2025-05-30T20:07:00,card,1,1.91,0.08,1.99
2897,0003-00002189,3,246,9,2025-05-31T09:27:00,card,1,3.93,0.82,4.75
2898,0004-00001634,4,463,91,2025-05-31T10:51:00,cash,5,23.69,3.66,27.35
2899,0003-00001193,3,,9,2025-05-31T11:08:00,card,9,55.72,7.67,63.39
2900,0004-00002944,4,315,69,2025-05-31T14:57:00,card,13,101.46,18.92,120.38
2901,0006-00000947,6,844,23,2025-05-31T15:41:00,card,4,18.17,2.82,20.99
2902,0003-00001998,3,,9,2025-05-31T18:06:00,card,8,41.50,4.79,46.29
2903,0003-00002234,3,341,9,2025-05-31T21:07:00,cash,1,2.36,0.09,2.45
2904,0007-00001446,7,,33,2025-06-01T14:31:00,cash,1,4.96,1.04,6.00
2905,0006-00001662,6,584,62,2025-06-01T20:59:00,card,1,2.47,0.52,2.99
2906,0004-00000044,4,795,69,2025-06-02T13:12:00,card,2,7.55,0.41,7.96
2907,0007-00000238,7,,109,2025-06-02T13:45:00,card,2,37.93,1.73,39.66
2908,0006-00002393,6,109,76,2025-06-02T19:45:00,card,5,37.52,3.73,41.25
2909,0006-00001058,6,,76,2025-06-02T20:03:00,card,2,21.39,4.09,25.48
2910,0006-00001804,6,663,76,2025-06-03T13:38:00,mobile,1,3.11,0.12,3.23
2911,0002-00001713,2,,77,2025-06-03T16:15:00,card,9,97.50,19.41,116.91
2912,0006-00002309,6,,76,2025-06-03T19:36:00,cash,1,2.07,0.43,2.50
2913,0005-00000615,5,24,8,2025-06-03T19:41:00,cash,7,38.01,7.04,45.05
2914,0008-00002103,8,,61,2025-06-03T20:27:00,cash,1,1.23,0.26,1.49
2915,0001-00002541,1,240,72,2025-06-04T12:35:00,card,1,5.78,1.21,6.99
2916,0003-00001106,3,783,9,2025-06-04T12:45:00,card,3,10.56,1.41,11.97
2917,0006-00001237,6,419,95,2025-06-04T14:19:00,card,3,14.43,3.03,17.46
2918,0007-00001572,7,,33,2025-06-04T14:56:00,card,2,7.73,0.77,8.50
2919,0005-00000458,5,747,89,2025-06-04T15:29:00,card,1,10.00,1.00,11.00
2920,0002-00001655,2,683,42,2025-06-04T15:55:00,card,11,87.98,14.02,102.00
2921,0003-00001636,3,,9,2025-06-06T13:42:00,card,2,14.83,3.11,17.94
2922,0007-00001951,7,348,33,2025-06-06T18:16:00,card,2,6.59,0.88,7.47
2923,0008-00000932,8,154,94,2025-06-06T20:55:00,card,4,30.57,5.15,35.72
2924,0004-00000563,4,873,91,2025-06-07T10:45:00,card,7,37.78,4.58,42.36
2925,0007-00001102,7,,109,2025-06-07T11:04:00,card,1,12.71,1.27,13.98
2926,0002-00001591,2,608,42,2025-06-07T11:11:00,card,2,42.92,9.01,51.93
2927,0006-00001585,6,,23,2025-06-07T12:09:00,card,5,15.39,1.59,16.98
2928,0004-00000320,4,314,91,2025-06-09T11:51:00,voucher,3,9.19,1.53,10.72
2929,0004-00002666,4,582,69,2025-06-09T14:08:00,card,3,14.36,2.61,16.97
2930,0006-00002791,6,,62,2025-06-09T14:10:00,cash,1,4.54,0.95,5.49
2931,0006-00002971,6,41,71,2025-06-10T19:36:00,card,4,10.24,1.34,11.58
2932,0006-00002751,6,741,95,2025-06-11T11:35:00,card,7,50.72,6.12,56.84
2933,0004-00002755,4,,69,2025-06-11T12:15:00,card,1,7.67,0.31,7.98
2934,0003-00001289,3,151,9,2025-06-11T16:09:00,cash,3,7.75,0.69,8.44
2935,0001-00000063,1,729,72,2025-06-12T09:19:00,card,1,5.44,0.54,5.98
2936,0004-00001418,4,604,91,2025-06-12T12:20:00,cash,2,15.64,1.57,17.21
